0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0.0047822,0.055155,0.48071,0.42839,0.0091924,0.10071,-0.40866,-0.22954,0.0032444,-0.054749,-0.7039,-0.29267,0.40852,0.11572,0.51951,0.19142,0.095845,0.30024,-0.077189,0.052992,0.001487,-0.23022,0.11558,-0.022305,-3.0974,-0.4334
-0.0041525,-0.032038,0.51424,0.50896,0.019196,0.080975,-0.26185,-0.46814,0.0032444,-0.010004,-0.32606,-0.31971,0.13667,-0.058669,0.20183,0.40906,0.12504,0.15113,-0.05894,0.022576,-0.16979,-0.11747,0.072593,0.029605,9.5168,-0.16168
0.0087816,-0.13343,0.43894,0.44948,-0.067051,-0.028388,-0.30294,-0.43556,0.0031092,0.14329,-0.44813,-0.20034,-0.17195,-0.034742,0.26726,0.22941,-0.04407,-0.24793,0.059616,-0.34472,0.10571,0.039203,-0.087463,0.30294,-0.67053,0.18263
-0.00025528,-0.03731,0.37743,0.22711,-0.01095,0.065564,-0.19912,-0.14951,0.0033796,0.1975,-0.093682,-0.22143,-0.13275,-0.22197,0.090437,0.14316,-0.18033,0.049883,-0.1026,-0.18128,0.11693,0.29308,0.16073,0.13356,-1.6372,0.27685
-0.010092,-0.061508,0.21683,0.15816,0.14113,0.20291,-0.049747,-0.066375,0.0033796,0.21062,-0.29848,-0.074486,-0.17155,-0.18277,0.20359,0.17466,-0.40798,-0.39879,-0.52248,-0.46571,0.34958,0.2755,0.5041,0.38338,-6.9538,0.17452
-0.023945,-0.27807,0.093411,0.33228,0.21413,0.2094,-0.07773,-0.18669,0.0033796,0.21737,0.0040555,-0.045557,-0.16087,-0.24279,0.016087,-0.0062184,-0.45759,-0.42096,-0.32985,-0.62292,0.37905,0.46719,0.26888,0.52424,1.7019,0.23008
-0.0091389,-0.24441,0.16033,0.020007,0.17709,0.16857,-0.18966,-0.21102,0.0036499,0.29794,0.34634,0.14005,-0.28551,-0.292,-0.24157,-0.072728,-0.39622,-0.22981,-0.26915,-0.5894,0.33809,0.33552,0.33417,0.54519,8.2676,0.43002
-0.014006,-0.08841,-0.060562,-0.064482,0.088274,0.16222,0.068943,0.057993,0.0032444,0.27456,0.24387,0.056506,-0.37797,-0.1998,-0.12518,0.018385,-0.4749,-0.66916,-0.52627,-0.80474,0.37365,0.46665,0.53222,0.66375,8.8667,0.49666
-0.0076243,-0.057993,-0.1026,-0.10341,0.10625,0.040014,0.11653,0.24468,0.0033796,0.16303,0.43569,0.2336,-0.23441,-0.17871,-0.26536,-0.19277,-0.7696,-0.51653,-0.60089,-0.83584,0.67051,0.66361,0.52181,0.66023,-2.0933,0.34107
-0.008254,-0.10031,-0.22197,-0.12166,0.11234,0.098413,0.087599,0.15843,0.0035148,0.16452,0.35823,0.35878,-0.18939,-0.16628,-0.21859,-0.33985,-0.47179,-0.44056,-0.55587,-0.7623,0.39622,0.45651,0.60846,0.54871,7.2193,0.2336
-0.0016678,-0.010815,-0.35999,-0.29037,0.064077,0.056236,0.23049,0.10301,0.0033796,0.079217,0.59562,0.17831,-0.25496,-0.10882,-0.3531,-0.18493,-0.43515,-0.3754,-0.27104,-0.49666,0.36662,0.33688,0.3193,0.58872,3.676,0.28591
-0.0020933,0.029605,-0.16263,-0.43786,0.02609,0.0025685,0.14816,0.43624,0.0033796,0.028388,0.43961,0.29375,-0.037986,0.0033796,-0.31457,-0.23995,-0.4749,-0.46327,-0.28645,-0.65158,0.35945,0.60251,0.17425,0.48855,-5.8169,0.14005
0.0063479,0.10233,-0.297,-0.078541,-0.020277,-0.011761,0.1829,0.19507,0.0035148,-0.020142,0.45327,0.26536,-0.1656,0.0093276,-0.24144,-0.22792,-0.34674,-0.3627,-0.3896,-0.18872,0.2828,0.18074,0.4338,0.19656,9.5746,0.14356
0.006399,0.061508,-0.20304,-0.18899,-0.084084,-0.10612,0.11923,0.069754,0.0033796,-0.043259,0.26388,0.31592,0.019602,0.03704,-0.14356,-0.23725,-0.42312,-0.38649,-0.22238,-0.35864,0.42326,0.51586,0.2605,0.1702,8.5705,0.024738
0.0022464,0.059886,-0.2171,-0.25766,-0.0097332,-0.12342,0.11301,0.28037,0.0033796,-0.02609,0.32633,0.024063,0.013383,0.14005,-0.24576,-0.1072,-0.21372,-0.32187,0.13383,0.1587,0.17074,0.32403,-0.22751,-0.073945,0.81008,-0.046097
0.011436,0.089761,-0.11369,-0.22332,-0.1045,0.079217,0.006624,0.13991,0.0032444,-0.17831,0.10531,0.18763,0.084625,0.098548,-0.0017574,-0.06313,0.053397,-0.082867,0.1879,0.46949,-0.056642,-0.1172,-0.12464,-0.26834,6.7393,-0.089221
0.0051396,0.1437,-0.13897,-0.0055425,0.046503,-0.21237,0.21859,-0.028524,0.0032444,-0.2655,-0.14748,0.081245,0.37824,0.28348,0.10463,-0.025685,-0.037581,-0.16398,0.22643,0.29429,0.050153,0.22603,-0.2605,-0.40704,2.4268,-0.31281
0.01969,0.17668,0.12018,-0.077189,-0.22684,-0.030687,-0.12139,0.18412,0.0033796,-0.15654,0.060832,-0.070971,0.18223,0.23468,-0.011896,-0.062049,0.098413,0.13721,0.30849,0.75081,-0.033796,-0.14248,-0.32511,-0.57263,4.401,-0.36824
0.011011,0.16911,0.14005,0.16276,-0.20102,-0.16736,-0.057993,-0.14208,0.0032444,-0.27726,-0.17466,-0.013113,0.22832,0.24117,0.1364,0.074891,0.36364,0.21508,0.45989,0.72309,-0.35715,-0.084354,-0.46692,-0.59075,8.5297,-0.32457
0.020184,0.10815,0.072188,0.25076,-0.064482,-0.22319,-0.074756,-0.19899,0.0033796,-0.25293,-0.20615,-0.083678,0.34715,0.36148,0.089221,0.085571,0.37919,0.3385,0.64117,0.82854,-0.20102,-0.34404,-0.57939,-0.72296,-4.1321,-0.3777
-0.0031144,0.1464,0.27753,-0.062184,-0.077595,0.14343,-0.2098,0.014465,0.0035148,-0.37486,-0.38351,-0.099224,0.4411,0.36499,0.35445,0.12153,0.60386,0.3604,0.46165,0.89275,-0.49139,-0.64307,-0.49828,-0.55506,-0.59224,-0.54573
0.0040164,-0.06624,0.12896,0.23022,0.030146,0.023792,0.016628,-0.31971,0.0032444,-0.29821,-0.25022,-0.091789,0.52235,0.35823,0.12951,0.19953,0.64239,0.72161,0.43083,0.75446,-0.57628,-0.59224,-0.39217,-0.8357,-2.1375,-0.59832
0.0004595,-0.08895,0.14938,0.32147,-0.087463,-0.1095,-0.13964,-0.1683,0.0032444,-0.23846,-0.29024,0.0062184,0.38122,0.34026,0.22765,-0.11747,0.58615,0.64726,0.52018,0.64374,-0.39027,-0.56087,-0.57318,-0.40744,-7.3758,-0.50869
0.0017359,0.11599,0.3116,0.12734,0.01879,0.0054073,-0.11328,-0.1318,0.0032444,-0.29375,-0.031768,-0.15492,0.18277,0.26131,0.082056,0.1483,0.86517,0.74067,0.55155,0.73283,-0.66875,-0.76284,-0.46314,-0.53816,5.0919,-0.24982
-0.0014296,-0.085571,0.34701,0.2409,0.017709,0.28943,-0.19602,-0.11382,0.0033796,-0.17695,-0.19547,-0.0045962,0.25306,0.17966,0.047179,0.10788,0.65496,0.76608,0.25185,0.3873,-0.59508,-0.68849,-0.2774,-0.37135,-2.8761,-0.28645
-0.028234,-0.19899,0.072999,0.54776,0.31633,0.15478,-0.061643,-0.53911,0.0035148,-0.12545,-0.25671,-0.065564,0.2386,0.18196,0.23197,0.0083813,0.46435,0.4265,0.2582,0.37621,-0.29105,-0.62509,-0.25847,-0.17777,-6.6781,-0.28132
-0.029833,-0.48368,0.39325,0.088545,0.24644,0.40906,-0.21548,-0.24008,0.0033796,0.1264,0.0032444,0.10125,0.021494,-0.088815,-0.011626,0.053127,0.54641,0.80136,0.18452,0.35526,-0.44421,-0.614,-0.094358,-0.28294,1.7767,-0.063671
-0.046069,-0.39892,0.17547,0.30132,0.40244,0.38243,-0.099089,-0.12734,0.0033796,0.19399,0.060697,-0.14803,-0.12599,-0.087463,-0.031092,0.036499,0.32511,0.35458,0.21034,-0.060021,-0.26712,-0.17412,-0.22427,0.017439,7.3894,0.17209
-0.041576,-0.50734,0.13802,0.42326,0.45759,0.49247,-0.0086517,-0.35404,0.0033796,0.30484,0.21183,0.063806,-0.39703,-0.3024,-0.062319,-0.046773,0.12991,0.15857,-0.024603,0.056236,-0.064347,-0.29984,-0.018115,0.045151,1.0824,0.48382
-0.051685,-0.62076,0.20967,0.22332,0.54087,0.61589,-0.10666,-0.24103,0.0033796,0.34823,0.19466,0.21873,-0.35486,-0.44191,-0.11491,-0.065023,0.069349,0.079893,-0.15776,-0.21345,-0.098548,-0.033255,0.21967,0.04042,0.33356,0.58291
-0.062322,-0.54627,-0.0074351,0.0853,0.62779,0.60481,0.038392,-0.12396,0.0032444,0.47584,0.38906,-0.0086517,-0.4945,-0.40758,-0.2582,-0.083813,-0.21521,-0.20697,-0.086787,-0.20237,0.22697,0.12329,0.074756,0.28713,7.015,0.60738
-0.057199,-0.65685,0.023387,0.056912,0.51721,0.61941,-0.016492,-0.093682,0.0035148,0.58183,0.27091,0.26455,-0.60332,-0.54289,-0.19764,-0.16992,-0.30146,-0.078676,-0.23454,-0.39514,0.25333,0.2486,0.21156,0.41177,1.1539,0.74418
-0.061896,-0.64604,-0.14857,0.31782,0.69808,0.52181,0.17804,-0.2171,0.0035148,0.448,0.63252,0.12558,-0.56939,-0.52437,-0.39379,-0.14113,-0.29727,-0.19034,-0.34039,-0.37824,0.25131,0.36243,0.41542,0.27658,-0.06467,0.77892
-0.049966,-0.62238,-0.02947,-0.10071,0.45084,0.7427,0.074351,0.15627,0.0032444,0.57656,0.57628,0.38203,-0.7308,-0.53776,-0.32322,-0.33133,-0.55493,-0.48598,-0.39352,-0.73648,0.458,0.38284,0.33039,0.56304,4.0708,0.86882
-0.060365,-0.4557,-0.37797,-0.13343,0.68011,0.36702,0.2121,0.0219,0.0033796,0.40663,0.77974,0.25658,-0.55263,-0.43948,-0.49166,-0.21467,-0.4315,-0.60292,-0.49531,-0.62387,0.33201,0.52735,0.46219,0.52789,3.2778,0.84814
-0.040028,-0.5629,-0.31254,-0.37135,0.36445,0.54627,0.16303,0.1633,0.0035148,0.4534,0.84178,0.55479,-0.53073,-0.45205,-0.51951,-0.46111,-0.50288,-0.24941,-0.27821,-0.50477,0.40325,0.34255,0.38135,0.49666,11.331,0.69484
-0.037134,-0.30984,-0.50748,-0.18858,0.42637,0.2778,0.39514,0.24833,0.0033796,0.22508,0.61968,0.31511,-0.44462,-0.21197,-0.38743,-0.3631,-0.50207,-0.54046,-0.47936,-0.78041,0.47463,0.43961,0.40568,0.60657,-2.175,0.57466
-0.029595,-0.12734,-0.36567,-0.34769,0.31809,0.30484,0.28442,0.45827,0.0033796,0.11774,0.84665,0.41947,-0.25076,-0.20129,-0.50991,-0.33755,-0.43853,-0.24482,-0.4899,-0.52857,0.28388,0.50883,0.47909,0.4826,-1.4466,0.31268
-0.0077264,-0.17357,-0.30416,-0.32444,0.08111,0.14803,0.1583,0.27307,0.0033796,0.17912,0.65118,0.49774,-0.27996,-0.075567,-0.42556,-0.4188,-0.37027,-0.30903,-0.17979,-0.44732,0.41217,0.24684,0.22562,0.27388,1.1266,0.28186
-0.0082199,-0.031768,-0.42826,-0.2244,0.13261,-0.1072,0.19074,0.072728,0.0035148,-0.069484,0.54884,0.25888,-0.10017,0.060021,-0.37919,-0.30267,-0.33661,-0.453,-0.24184,-0.28199,0.25833,0.37621,0.22075,0.36783,-5.902,0.18466
-0.0016338,0.060968,-0.091113,-0.36526,-0.052451,0.14032,0.090437,0.2536,0.0032444,-0.15843,0.48882,0.32511,0.13491,0.087463,-0.26739,-0.19101,-0.21589,-0.20507,-0.09571,-0.082326,0.1702,0.17952,0.050018,0.20561,0.88156,-0.10531
0.014704,0.19723,-0.2659,0.013383,0.018115,-0.082462,0.24563,0.2828,0.0032444,-0.22102,0.10855,0.11058,0.11545,0.32755,-0.068132,-0.18101,-0.077325,-0.20129,0.0048666,0.064212,0.047179,0.10693,0.046638,-0.31133,0.59224,-0.16438
0.016304,0.15992,-0.061103,-0.22184,-0.30186,-0.24225,-0.046233,0.16655,0.0033796,-0.31133,0.043123,0.19291,0.35026,0.21291,0.068403,-0.14586,-0.033525,-0.0146,0.10098,0.16438,0.12207,0.1629,-0.13924,-0.021224,-2.0218,-0.36716
0.021188,0.19439,0.061779,-0.093276,-0.14762,-0.36445,0.010815,-0.1779,0.0032444,-0.29024,0.0047314,-0.084084,0.38324,0.49017,-0.052586,0.14627,0.036094,-0.01852,0.27929,0.41677,-0.080569,0.050018,-0.28037,-0.38095,12.165,-0.59061
0.042342,0.32241,0.27064,0.20778,-0.41069,0.033255,-0.27848,0.013924,0.0031092,-0.4288,-0.44354,-0.02217,0.37689,0.36378,0.27077,-0.015681,0.13126,0.089086,0.30416,0.55736,-0.078676,-0.24914,-0.26631,-0.44921,0.53098,-0.47666
0.029527,0.51694,0.3166,0.35769,-0.1971,-0.45029,-0.081245,-0.26307,0.0033796,-0.57926,-0.45678,-0.2555,0.61332,0.463,0.35323,0.33485,0.26577,-0.052721,0.33052,0.74499,-0.20048,0.013789,-0.35161,-0.50545,-4.6971,-0.65767
0.038972,0.26388,0.55533,0.20021,-0.39446,-0.30119,-0.30349,-0.13586,0.0033796,-0.33444,-0.73891,-0.2993,0.53262,0.50707,0.45962,0.23414,0.40217,0.26158,0.56993,0.71214,-0.29402,-0.32403,-0.58872,-0.74053,-0.23486,-0.76973
0.03596,0.21007,0.5241,0.52573,-0.47233,-0.20399,-0.45557,-0.47706,0.0032444,-0.48842,-0.72215,-0.45286,0.624,0.49423,0.52681,0.33877,0.3777,0.50923,0.46679,0.79312,-0.36094,-0.239,-0.48531,-0.59102,-3.6147,-0.75473
0.036113,0.24901,0.6897,0.56155,-0.23819,-0.41677,-0.34458,-0.61387,0.0031092,-0.48368,-0.77392,-0.27185,0.83597,0.5771,0.49991,0.48003,0.38852,0.21751,0.45976,0.63266,-0.21805,-0.29713,-0.41528,-0.52154,-0.15657,-0.99481
0.038972,0.45813,0.77108,0.48558,-0.43056,-0.16303,-0.55682,-0.19453,0.0032444,-0.46963,-0.85327,-0.38554,0.47503,0.45165,0.5844,0.29808,0.52681,0.42042,0.28334,0.55763,-0.4065,-0.70822,-0.29402,-0.50626,10.426,-0.63252
0.035926,0.47963,0.56885,0.54479,-0.29578,-0.2682,-0.31052,-0.55858,0.0032444,-0.49301,-0.70687,-0.44259,0.64753,0.46111,0.42312,0.45665,0.46206,0.31498,0.3216,0.3827,-0.44867,-0.25171,-0.30984,-0.21643,-3.8156,-0.71917
0.03271,0.017168,0.75581,0.48855,-0.38554,-0.26212,-0.44137,-0.44813,0.0032444,-0.22116,-0.73147,-0.21805,0.50275,0.41474,0.44556,0.29592,0.40825,0.65929,0.31876,0.29767,-0.26793,-0.43786,-0.33052,-0.26455,-0.57863,-0.73147
0.017461,0.08895,0.56804,0.57128,-0.18371,-0.20372,-0.37405,-0.30605,0.0032444,-0.38297,-0.69024,-0.47449,0.50099,0.37148,0.53789,0.2682,0.43975,0.47693,0.14762,0.19034,-0.30632,-0.49815,-0.05191,-0.10112,1.1539,-0.62725
0.021818,0.21454,0.73431,0.42867,-0.15925,0.048666,-0.3554,-0.43745,0.0032444,-0.22805,-0.64496,-0.21481,0.47557,0.21291,0.38257,0.45286,0.28672,0.30497,-0.13599,-0.24833,-0.30389,-0.20277,0.042447,0.16979,0.61947,-0.52397
0.01598,0.20751,0.5944,0.7308,-0.097467,-0.097332,-0.46611,-0.57777,0.0032444,-0.082732,-0.40501,-0.31917,0.10544,0.15249,0.27672,0.19142,0.13126,0.1464,-0.014194,-0.13572,-0.050558,-0.37811,0.074351,0.12694,1.644,-0.16344
0.0066202,-0.1264,0.51667,0.38622,-0.16519,-0.032714,-0.33782,-0.43596,0.0033796,0.044205,-0.28334,-0.14924,0.05556,-0.032038,0.20724,0.22427,0.088545,0.078947,-0.16817,-0.29889,-0.04407,-0.045557,0.2098,0.41501,4.612,-0.010004
0.0052757,-0.13234,0.34134,0.1683,-0.017033,0.0041907,-0.17641,-0.1848,0.0033796,0.13653,-0.239,-0.12964,-0.035283,-0.087328,0.075027,0.28388,-0.29132,0.00013518,-0.24008,-0.60359,0.21548,0.23954,0.20683,0.37757,8.1519,0.032444
-0.013768,0.017033,0.18101,0.28862,0.16276,0.16506,-0.15222,-0.019737,0.0031092,0.23292,-0.24941,-0.17006,-0.18398,-0.18655,0.28956,-0.050964,-0.23508,-0.30687,-0.41717,-0.43461,0.23576,0.2363,0.38838,0.3677,10.306,0.22859
-0.0096665,-0.2044,0.26509,0.16411,0.16952,0.25631,-0.008111,-0.26766,0.0033796,0.34012,0.060292,0.072323,-0.27591,-0.40176,-0.060156,0.1706,-0.43191,-0.2463,-0.34769,-0.53492,0.31322,0.33309,0.40352,0.46854,0.96325,0.3846
-0.014517,-0.25671,0.0089221,0.17966,0.16181,0.12951,-0.077865,-0.083138,0.0032444,0.33066,0.1629,-0.14735,-0.453,-0.36973,-0.14343,0.041772,-0.53411,-0.7281,-0.24455,-0.62657,0.45313,0.66659,0.2217,0.49815,-0.29953,0.6094
-0.0080327,-0.099089,0.10801,-0.12869,0.029335,0.075297,-0.15276,0.074621,0.0032444,0.51356,0.24455,0.10396,-0.54262,-0.40312,-0.11369,-0.13545,-0.69687,-0.60332,-0.40866,-0.4918,0.56831,0.53938,0.41636,0.51059,-10.688,0.68646
-0.010534,0.038257,-0.16087,-0.048936,0.17831,0.072999,0.26455,-0.040555,0.0036499,0.38608,0.27023,0.16303,-0.30849,-0.3969,-0.21372,0.075432,-0.64874,-0.60292,-0.50802,-0.60224,0.55222,0.81231,0.51653,0.395,2.1988,0.48828
-0.0094793,-0.14613,-0.35959,-0.18763,0.050423,0.13261,0.11531,0.4484,0.0032444,0.29646,0.32349,0.14289,-0.48071,-0.29456,-0.076378,-0.30808,-0.67456,-0.56358,-0.4361,-0.76027,0.53127,0.48003,0.40731,0.54438,-1.484,0.56993
0.0019571,-0.094358,-0.44097,-0.60521,0.074351,-0.071106,0.27469,0.29551,0.0033796,0.28848,0.70228,0.3093,-0.30619,-0.26577,-0.51559,-0.14667,-0.50518,-0.61022,-0.37432,-0.47301,0.43421,0.58723,0.34026,0.51775,-2.0014,0.4388
0.00098707,0.28672,-0.5798,-0.59616,-0.018926,-0.072458,0.38716,0.45949,0.0035148,0.17479,0.64239,0.41488,-0.33309,-0.26874,-0.42191,-0.37946,-0.51937,-0.3654,-0.28767,-0.54749,0.40541,0.48936,0.33809,0.50288,-2.9987,0.47314
0.019486,0.26645,-0.69281,-0.51248,-0.11734,-0.14803,0.38473,0.68497,0.0032444,0.16249,0.59224,0.26726,-0.36567,-0.069754,-0.30213,-0.39244,-0.4023,-0.51802,-0.47449,-0.55587,0.40014,0.30538,0.4315,0.38446,-1.61,0.42042
0.0097006,0.10679,-0.48274,-0.65915,-0.057318,-0.24455,0.45354,0.53803,0.0033796,-0.047314,0.57007,0.42637,0.019196,-0.01095,-0.41298,-0.17831,-0.29767,-0.27699,-0.21737,-0.3946,0.17074,0.45462,0.21886,0.31754,8.3901,0.02244
0.024609,0.22765,-0.60886,-0.47219,-0.25022,-0.17209,0.19372,0.46206,0.0033796,0.014465,0.43542,0.23738,-0.14424,-0.0020277,-0.19899,-0.32795,-0.16154,0.056777,-0.15492,-0.049883,0.22494,-0.028929,0.16317,0.12748,-6.8959,0.13937
0.020116,0.43245,-0.61278,-0.61792,-0.18507,-0.40298,0.35769,0.39744,0.0033796,0.01514,0.32687,0.23846,0.05191,0.16087,-0.24522,-0.18872,-0.13316,-0.26104,0.09233,-0.056236,0.094628,0.17263,-0.062049,0.0032444,-9.8639,-0.10179
0.02192,0.40041,-0.29862,-0.59453,-0.23684,-0.25117,0.22089,0.43894,0.0033796,-0.15979,0.40257,0.20413,0.090573,0.0060832,-0.22954,-0.078812,0.037851,0.043394,0.058669,0.3362,-0.045557,0.040555,-0.12315,-0.13194,-3.1791,-0.0097332
0.033254,0.2605,-0.45151,-0.10923,-0.27888,-0.24657,0.24495,0.42812,0.0033796,-0.088004,-0.0020277,0.047314,-0.014465,0.13572,0.065158,-0.18101,0.10747,-0.070025,0.18777,0.2728,-0.093141,-0.13991,-0.13424,-0.44232,-4.384,0.014329
0.028234,0.31295,-0.22954,-0.44962,-0.25468,-0.31822,0.22819,0.27713,0.0032444,-0.013383,-0.0041907,0.056912,0.11693,0.087463,-0.024738,0.069754,0.19615,0.15384,0.40974,0.63212,-0.024874,-0.011491,-0.45854,-0.42948,-6.1641,-0.1702
0.0035909,0.33417,-0.12586,-0.35513,-0.15127,-0.28807,0.002974,0.25212,0.0031092,-0.11166,-0.17547,-0.17412,0.13951,0.070025,0.14235,0.098954,0.28524,0.31254,0.47057,0.86355,-0.32336,-0.1514,-0.43394,-0.56141,6.6679,-0.17533
0.030072,0.12423,-0.15627,0.14559,-0.18507,-0.12194,0.039879,-0.017439,0.0032444,0.0055425,-0.51099,-0.15181,0.12721,0.12437,0.30457,0.1629,0.35783,0.1706,0.38,0.52951,-0.21967,-0.43056,-0.4046,-0.63577,5.1532,-0.20697
